"","study","group","age","born","died","findings","autopsy"
"564","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","6088","5/10/1962","1/9/1979","sacrifice (bcg)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F26.pdf"
"565","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5567","5/1/1961","7/28/1976","congestive heart failure (ruptured chordae tendinae)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M10.pdf"
"566","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3","5/1/1961","5/4/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M11.pdf"
"567","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3","5/1/1961","5/4/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M12.pdf"
"568","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","402","6/11/1961","7/18/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M17.pdf"
"569","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","100","6/11/1961","9/19/1961","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M18.pdf"
"570","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","540","6/14/1961","12/6/1962","removed: epilepsy, idiopathic","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M21.pdf"
"571","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4389","6/14/1961","6/20/1973","accidental (anesthetic death/malignant hyperthermia)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M22.pdf"
"572","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4180","5/10/1962","10/19/1973","malignant melanoma gingiva; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30M27.pdf"
"573","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","7/11/1964","7/11/1964","",NA
"574","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","7/11/1964","7/11/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F72.pdf"
"575","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","12/6/1964","12/6/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F75.pdf"
"576","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3","12/6/1964","12/9/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F76.pdf"
"577","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3","12/6/1964","12/9/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F77.pdf"
"578","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4973","1/19/1965","9/1/1978","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F79%20%231.pdf"
"579","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5538","1/19/1965","3/19/1980","metastatic transitional cell carcinoma urinary bladder","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F80.pdf"
"580","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","8/30/1965","8/30/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F84.pdf"
"581","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","8/30/1965","8/30/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F85.pdf"
"582","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4174","8/30/1965","2/2/1977","transitional cell carcinoma urinary bladder","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F86.pdf"
"583","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4257","8/30/1965","4/26/1977","chronic interstitial pulmonary fibrosis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F87.pdf"
"584","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","9/12/1965","9/12/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F91.pdf"
"585","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4846","9/12/1965","12/19/1978","nasal carcinoma; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F92.pdf"
"586","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5481","9/12/1965","9/14/1980","disseminated intravascular coagulation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F93.pdf"
"587","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5306","11/3/1965","5/14/1980","metastatic biliary cystadenocarcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F95.pdf"
"588","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5347","11/3/1965","6/24/1980","malignant mixed mammary tumor","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30F96.pdf"
"589","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5655","11/3/1965","4/28/1981","hemangiosarcoma, bone-rib","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M07.pdf"
"590","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","192","7/11/1964","1/19/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M73.pdf"
"591","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","85","7/11/1964","10/4/1964","bronchopneumonia; note: dose estimated","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M74.pdf"
"592","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5276","12/6/1964","5/18/1979","renal amyloidosis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M78.pdf"
"593","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3508","1/19/1965","8/28/1974","congestive heart failure; amputation 2/02/73","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M81.pdf"
"594","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","2233","1/19/1965","3/2/1971","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M82.pdf"
"595","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4720","1/19/1965","12/22/1977","hepatocellular adenoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M83.pdf"
"596","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3634","8/30/1965","8/12/1975","undifferentiated sarcoma 10th thoracic vertebra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M88.pdf"
"597","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","2533","8/30/1965","8/6/1972","accidental death (nephrosis syndrome secondary to anesthesia)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M89.pdf"
"598","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","1628","8/30/1965","2/13/1970","chronic dermatitis/demodex infection","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M90.pdf"
"599","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","6340","9/12/1965","1/21/1983","encephalomalacia (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000373/D30M94.pdf"
"600","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5405","11/3/1965","8/21/1980","squamous cell carcinoma periodontal origin; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30M98%20%231.pdf"
"601","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5083","11/3/1965","10/4/1979","hepatitis with biliary statis; terminated 6/07/79; fibrosarcoma humerus; amputation 6/07/79, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30M99%20%231.pdf"
"602","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5224","3/9/1967","6/27/1981","congestive heart failure","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30X01%20%231.pdf"
"603","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4497","3/9/1967","7/1/1979","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30X02%20%231.pdf"
"604","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5244","3/9/1967","7/17/1981","senile central nervous system disease","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30X03%20%231.pdf"
"605","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","5/21/1967","5/21/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30X09.pdf"
"606","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4863","3/9/1967","7/1/1980","congestive heart failure","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y04%20%231.pdf"
"607","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5418","3/9/1967","1/7/1982","post-surgical bronchopneumonia (surgery to enucleate eye for severe keratitis)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y05%20%231.pdf"
"608","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5525","3/9/1967","4/24/1982","congestive heart failure","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y06%20%231.pdf"
"609","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5697","3/9/1967","10/13/1982","osteosarcoma vertebra l1","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y07%20%231.pdf"
"610","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4306","3/9/1967","12/22/1978","fibrosarcoma gingiva; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y08%20%231.pdf"
"611","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3","5/21/1967","5/24/1967","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y10.pdf"
"612","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4518","5/21/1967","10/3/1979","severe vegetative endocarditis (bacterial)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y11%20%231.pdf"
"613","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","6030","5/21/1967","11/23/1983","pancreatic acinar adenocarcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y12%20%231.pdf"
"614","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4897","7/16/1967","12/11/1980","leukoencephalopathy, spongy, (cause unknown)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D30Y13%20%231.pdf"
"615","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","10","10/28/1961","11/7/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40F01.pdf"
"616","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","12","10/28/1961","11/9/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40F02%20%231.pdf"
"617","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4426","10/28/1961","12/10/1973","metastatic osteosarcoma; terminated 6/05/73: osteosarcoma scapula; amputation 6/05/73, removed","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40F03%20%231.pdf"
"618","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4","10/31/1961","11/4/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40F07.pdf"
"619","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","5506","10/31/1961","11/27/1976","nephrosclerosis & hypothyroidism","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40F08%20%231.pdf"
"620","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3555","10/28/1961","7/23/1971","tonsillar carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40M04%20%231.pdf"
"621","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","2161","10/28/1961","9/28/1967","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40M05%20%231.pdf"
"622","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3903","10/28/1961","7/5/1972","metastatic tonsillar malignant melanoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40M06%20%231.pdf"
"623","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3081","10/31/1961","4/8/1970","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000374/D40M09%20%231.pdf"
"624","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","5290","12/17/1961","6/11/1976","intervertebral disc herniation, osteosarcoma 4th lumbar vertebra, nephrosclerosis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F11%20%231.pdf"
"625","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3925","12/17/1961","9/15/1972","squamous cell carcinoma left mandible; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F12%20%231.pdf"
"626","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","60","12/17/1961","2/15/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F13%20%231.pdf"
"627","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","2971","12/17/1961","2/4/1970","fibrosaroma maxilla","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F14%20%231.pdf"
"628","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","4022","12/17/1961","12/21/1972","tonsillar carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F15%20%231.pdf"
"629","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","2/21/1962","2/21/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F16.pdf"
"630","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","2/21/1962","2/21/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F17.pdf"
"631","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","0","2/21/1962","2/21/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F18.pdf"
"632","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","84","5/25/1962","8/17/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F20%20%231.pdf"
"633","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","2","8/4/1963","8/6/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F26.pdf"
"634","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3","8/4/1963","8/7/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F27.pdf"
"635","2 davis-1961 strontium-90, dietary","7 226 uci/kg total ingested with food (in-utero to 540 days)","3","8/4/1963","8/7/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000375/D40F28.pdf"
