"dog_number","birth_date","death_mode","age","sex","group","tissues","comment","experiment","study","era_studyID","era_GroupID","dam","sire"
"2095","1970-05-30","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1704","1153"
"2096","1970-07-08","Sacrificed Moribund","10","F","10","0","INJ.INFLICTED BY DAM`
",NULL,"0","99","1","920","1295"
"2097","1970-07-08","less than 7 days old","2","M","10","0","STARVATION-RUNT`
",NULL,"0","99","1","920","1295"
"2098","1970-07-08","less than 7 days old","2","M","10","0","STARVATION-RUNT`
",NULL,"0","99","1","920","1295"
"2099","1970-07-08","Transferred","246","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","920","1295"
"2100","1970-07-14","Radiation","3051","F","2340","44","MET.MAMM.TMRS.TO LUNGS
","cobalt_chronic","6","6","7","1365","1032"
"2101","1970-07-14","Experimental Sacrifice","392","F","5200","23","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","55","3","1365","1032"
"2102","1970-07-14","Experimental Conditions","904","F","2850","0","CUSTODIAL
","cobalt_chronic","99","51","6","1365","1032"
"2103","1970-07-14","Radiation","596","M","5310","0","SURGICAL SHOCK`
",NULL,"99","56","5","1365","1032"
"2104","1970-07-14","Radiation","596","M","5310","0","SURGICAL SHOCK`
",NULL,"99","56","5","1365","1032"
"2105","1970-07-15","Experimental Conditions","1022","F","300","0","SURGICAL SHOCK`
",NULL,"99","99","10","1818","1785"
"2106","1970-07-15","Euthanized for Non-Conformance","2073","F","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1818","1785"
"2107","1970-07-15","Sacrificed Moribund","2844","F","100","37","LYMPHOBLAST.LYMPHOSARC.
","control","0","99","4","1818","1785"
"2108","1970-08-15","Experimental Conditions","892","F","300","0","CUSTODIAL
",NULL,"99","99","10","1455",NULL
"2109","1970-08-15","Experimental Conditions","667","M","300","0","CUSTODIAL
",NULL,"99","99","10","1455",NULL
"2110","1970-08-15","Experimental Conditions","667","M","300","0","CUSTODIAL
",NULL,"99","99","10","1455",NULL
"2111","1970-08-15","less than 7 days old","6","M","10","0","PNEUMONIA`
",NULL,"0","99","1","1455",NULL
"2112","1970-08-15","Experimental Conditions","667","M","300","0","CUSTODIAL
",NULL,"99","99","10","1455",NULL
"2113","1970-08-15","Radiation","572","M","5310","0","SURGICAL SHOCK`
",NULL,"99","56","5","1455",NULL
"2114","1970-08-15","Sacrificed Moribund","663","M","5300","24","HEMORR.DIATH.`
","cobalt_chronic","99","56","4","1455",NULL
"2115","1970-08-15","Sacrificed Moribund","675","M","5310","24","PULM.EDEMA`
",NULL,"99","56","5","1455",NULL
"2116","1970-09-17","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1454","1032"
"2117","1970-09-17","Experimental Conditions","859","F","300","0","CUSTODIAL
",NULL,"99","99","10","1454","1032"
"2118","1970-09-17","Experimental Sacrifice","644","M","110","23","SAC.IN COURSE OF EXP.
",NULL,"0","99","5","1454","1032"
"2119","1970-09-17","Sacrificed Moribund","4067","M","100","32","LYMPHOCYT. LYMPHOSARC.
","control","0","99","4","1454","1032"
"2120","1970-09-17","Radiation","639","M","5300","23","BONE MARROW APLASIA`
","cobalt_chronic","99","56","4","1454","1032"
"2121","1970-09-17","Experimental Sacrifice","658","F","2860","11","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1095","1783"
"2122","1970-09-17","less than 7 days old","3","M","10","0","STARVATION`
",NULL,"0","99","1","1095","1783"
"2123","1970-09-17","Sacrificed Moribund","757","M","5300","23","SURGICAL DEATH`
","cobalt_chronic","99","56","4","1095","1783"
"2124","1970-09-17","Experimental Conditions","1238","M","300","0","CUSTODIAL
",NULL,"99","99","10","1095","1783"
"2125","1970-09-26","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1810","1729"
"2126","1970-09-26","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1810","1729"
"2127","1970-09-26","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1810","1729"
"2128","1970-09-26","less than 7 days old","1","M","10","0","STARVATION`
",NULL,"0","99","1","1810","1729"
"2129","1970-09-26","less than 7 days old","2","M","10","0","STARVATION`
",NULL,"0","99","1","1810","1729"
"2130","1970-09-26","less than 7 days old","6","M","10","0","STARVATION`
",NULL,"0","99","1","1810","1729"
"2131","1970-09-30","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1661","1771"
"2132","1970-09-30","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1661","1771"
"2133","1970-09-30","Experimental Conditions","945","F","300","0","CUSTODIAL
",NULL,"99","99","10","1661","1771"
"2134","1970-09-30","Experimental Sacrifice","757","F","2860","0","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1661","1771"
"2135","1970-09-30","Experimental Sacrifice","587","F","2850","2","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","6","1661","1771"
"2136","1970-09-30","Sacrificed Moribund","751","M","5300","26","SURGICAL DEATH`
","cobalt_chronic","99","56","4","1661","1771"
"2137","1970-09-30","less than 7 days old","1","M","10","0","DYSTOCIA`
",NULL,"0","99","1","1661","1771"
"2138","1970-10-16","Radiation","2952","F","2350","43","HEMANGIOSARC;MAM.CA/MET
","cobalt_chronic","6","6","8","1869","1771"
"2139","1970-10-16","Radiation","786","F","2350","0","ANEM.HEM.DIATH.PUL.ED.
","cobalt_chronic","99","6","8","1869","1771"
"2140","1970-10-16","Experimental Sacrifice","781","M","5310","24","SAC.IN COURSE OF EXP.
",NULL,"99","56","5","1869","1771"
"2141","1970-10-16","Radiation","708","M","5310","20","DETERMINATE
","cobalt_chronic","99","56","5","1869","1771"
"2142","1970-10-16","Radiation","1549","M","2350","43","LYMPHOSARCOMA
","cobalt_chronic","6","6","8","1869","1771"
"2143","1970-10-16","Radiation","796","M","2350","4","ANEM.EXT.CARD.HEM.
","cobalt_chronic","99","6","8","1869","1771"
"2144","1970-10-18","Sacrificed Moribund","2692","F","100","41","EPILEPTIFORM SEIZURES
","control","0","99","4","1711","1771"
"2145","1970-10-18","Radiation","3456","F","2350","40","CHRONIC NEPHRITIS
","cobalt_chronic","6","6","8","1711","1771"
"2146","1970-10-18","Radiation","800","M","2350","13","BONE MARROW APLASIA`
","cobalt_chronic","99","6","8","1711","1771"
"2147","1970-10-18","Radiation","726","M","2350","5","LYM.HYPO;B.M.APLASIA`
","cobalt_chronic","99","6","8","1711","1771"
"2148","1970-10-18","Sacrificed Moribund","696","M","5300","23","DETERMINATE
","cobalt_chronic","99","56","4","1711","1771"
"2149","1970-10-27","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1758","1783"
"2150","1970-10-27","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1758","1783"
"2151","1970-10-27","Sacrificed Moribund","11","F","10","0","PNEUMONIA`
",NULL,"0","99","1","1758","1783"
"2152","1970-10-27","Sacrificed Moribund","7","F","10","0","EMACIATED;BACTEREMIA`
",NULL,"0","99","1","1758","1783"
"2153","1970-10-27","Sacrificed Moribund","10","M","10","0","EMACIATED;STARVATION`
",NULL,"0","99","1","1758","1783"
"2154","1970-10-27","Sacrificed Moribund","7","M","10","0","SEPTICEMIA`
",NULL,"0","99","1","1758","1783"
"2155","1970-11-01","Sacrificed Moribund","5","M","10","0","PNEUMONIA`
",NULL,"0","99","1","1401","1881"
"2156","1970-11-06","Sacrificed Moribund","2782","F","2350","39","LEUKEMIA NOS
","cobalt_chronic","6","6","8","1815","1771"
"2157","1970-11-06","Euthanized for Non-Conformance","1162","F","5800","4","SAC.NON-CONFORMING
","cobalt_chronic","99","98","1","1815","1771"
"2158","1970-11-06","Euthanized for Non-Conformance","1216","M","5310","8","SAC.NON-CONFORMING
",NULL,"99","56","5","1815","1771"
"2159","1970-11-06","Experimental Sacrifice","761","M","5310","24","SAC.IN COURSE OF EXP.
",NULL,"99","56","5","1815","1771"
"2160","1970-11-06","Euthanized for Non-Conformance","1216","M","5310","6","SAC.NON-CONFORMING
",NULL,"99","56","5","1815","1771"
"2161","1970-11-10","Euthanized for Non-Conformance","1944","F","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1845","1881"
"2162","1970-11-10","Euthanized for Non-Conformance","1944","F","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1845","1881"
"2163","1970-11-10","Euthanized for Non-Conformance","2759","F","220","5","SAC.CULL BREEDER
",NULL,"0","99","3","1845","1881"
"2164","1970-11-10","less than 7 days old","4","F","10","0","SEPTICEMIA`
",NULL,"0","99","1","1845","1881"
"2165","1970-11-10","Euthanized for Non-Conformance","1944","F","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1845","1881"
"2166","1970-11-10","less than 7 days old","1","M","10","0","ASPIRATION;PNEUMONIA`
",NULL,"0","99","1","1845","1881"
"2167","1970-11-10","Euthanized for Non-Conformance","1924","M","8100","3","SAC.NON-CONFORMING
",NULL,"99","99","9","1845","1881"
"2168","1970-11-10","Sacrificed Moribund","5328","M","100","46","CARDIAC/VALVE INSUFFICIENCY, TOXEMIA
","control","0","99","4","1845","1881"
"2169","1970-11-29","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1167","1621"
"2170","1970-11-29","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1167","1621"
"2171","1970-11-29","less than 7 days old","1","F","10","0","SEPTICEMIA`
",NULL,"0","99","1","1167","1621"
"2172","1970-11-29","less than 7 days old","1","F","10","0","RUNT;STARVATION`
",NULL,"0","99","1","1167","1621"
"2173","1970-11-29","less than 7 days old","5","F","10","0","PNEUMONIA`
",NULL,"0","99","1","1167","1621"
"2174","1970-11-29","less than 7 days old","1","M","10","0","INJ.INFLICT.BY DAM`
",NULL,"0","99","1","1167","1621"
"2175","1970-11-29","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1167","1621"
"2176","1970-12-04","Experimental Conditions","887","F","300","0","CUSTODIAL
",NULL,"99","99","10","1585","1783"
"2177","1970-12-04","Accident","272","F","10","0","ACCIDENTAL DEATH
",NULL,"0","99","1","1585","1783"
"2178","1970-12-04","Experimental Conditions","886","F","300","0","CUSTODIAL
",NULL,"99","99","10","1585","1783"
"2179","1970-12-04","Experimental Conditions","810","F","300","0","CUSTODIAL
",NULL,"99","99","10","1585","1783"
"2180","1970-12-04","Experimental Sacrifice","1062","F","2870","9","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","8","1585","1783"
"2181","1970-12-04","Sacrificed Moribund","3836","F","2430","49","SAC.VAGINAL TUMOR
","cobalt_chronic","6","6","3","1585","1783"
"2182","1970-12-04","Sacrificed Moribund","4948","F","2430","41","HYDROTHORAX PULM.ATELEC
","cobalt_chronic","6","6","3","1585","1783"
"2183","1970-12-04","Experimental Sacrifice","475","F","2860","6","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1585","1783"
"2184","1970-12-31","Experimental Conditions","860","F","300","0","CUSTODIAL
",NULL,"99","99","10","1191","1032"
"2185","1970-12-31","Experimental Conditions","734","F","2850","0","CUSTODIAL
","cobalt_chronic","99","51","6","1191","1032"
"2186","1970-12-31","Sacrificed Moribund","3463","F","2430","33","PERF.DUOD.ULCE/PERITONI
","cobalt_chronic","6","6","3","1191","1032"
"2187","1970-12-31","Euthanized for Non-Conformance","1107","F","5800","4","SAC.NON-CONFORMING
","cobalt_chronic","99","98","1","1191","1032"
"2188","1970-12-31","Experimental Conditions","735","M","5310","21","ADRENAL CRISIS`
",NULL,"99","56","5","1191","1032"
"2189","1970-12-31","Sacrificed Moribund","4324","M","2430","46","PERIANAL C,SEPT.M/LUNGS
","cobalt_chronic","6","6","3","1191","1032"
"2190","1971-01-09","Sacrificed Moribund","5329","F","100","48","PYELONEPHRITIS, ENTERITIS
","control","0","99","4","1710","1602"
"2191","1971-01-09","Euthanized for Non-Conformance","1502","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","1710","1602"
"2192","1971-01-09","Experimental Conditions","774","F","300","0","CUSTODIAL
",NULL,"99","99","10","1710","1602"
"2193","1971-01-09","Sacrificed Moribund","5583","M","2430","39","CHRONIC RENAL FAILURE
","cobalt_chronic","6","6","3","1710","1602"
"2194","1971-01-09","Sacrificed Moribund","84","M","10","0","PNEUMONIA`
",NULL,"0","99","1","1710","1602"
"2195","1971-01-09","Age","5092","M","2430","44","HEART FAILURE; ENDOCARD
","cobalt_chronic","6","6","3","1710","1602"
"2196","1971-02-06","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1555","1783"
"2197","1971-02-06","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1555","1783"
"2198","1971-02-06","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1555","1783"
"2199","1971-02-06","Sacrificed Moribund","4255","F","2430","52","MAMMARY CARC.,MULT.MET.
","cobalt_chronic","6","6","3","1555","1783"
"2200","1971-02-06","Sacrificed Moribund","3888","M","2430","45","GEN.LYMPH.ADV.LIVER INV
","cobalt_chronic","6","6","3","1555","1783"
"2201","1971-02-11","Experimental Sacrifice","453","F","2860","3","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1515","1785"
"2202","1971-02-11","Transferred","469","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1515","1785"
"2203","1971-02-15","Stillborn","0","M","2955","0","STILLBORN`
","cobalt_chronic","99","51","14","1664","1032"
"2204","1971-02-15","Radiation","4734","F","2955","44","RENAL FAILURE, KIDN-TUM
","cobalt_chronic","99","51","14","1664","1032"
"2205","1971-02-15","Radiation","90","F","2955","33","BRONCHOPNEUMONIA
","cobalt_chronic","99","51","14","1664","1032"
"2206","1971-02-15","Accident","5105","F","2955","42","POST-SURG.SHOCK/HYPOTHE
","cobalt_chronic","99","51","14","1664","1032"
"2207","1971-02-15","Radiation","4308","M","2955","43"," OF R. OLFACTORY BULB
","cobalt_chronic","99","51","14","1664","1032"
"2208","1971-02-15","Sacrificed Moribund","4508","M","2955","44","TO BE DETERMINED
","cobalt_chronic","99","51","14","1664","1032"
"2209","1971-02-17","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1573","1602"
"2210","1971-02-17","Euthanized for Non-Conformance","1463","F","220","0","SAC.NON-CONFORMING
",NULL,"0","99","3","1573","1602"
"2211","1971-02-17","Sacrificed Moribund","8","M","10","0","SEPTICEMIA`
",NULL,"0","99","1","1573","1602"
"2212","1971-02-24","Radiation","2561","F","2955","21","LYMPHOSARCOMA`
","cobalt_chronic","99","51","14","2019","1602"
"2213","1971-02-24","Age","4949","M","2955","43","CNS DISORDER,  SAC`D
","cobalt_chronic","99","51","14","2019","1602"
"2214","1971-02-24","Radiation","3025","M","2955","22","EPILEPTIFORM SEIZURE
","cobalt_chronic","99","51","14","2019","1602"
"2215","1971-02-24","Sacrificed Moribund","5014","M","2955","43","NEPHRITIS, RENAL FAILUR
","cobalt_chronic","99","51","14","2019","1602"
"2216","1971-02-24","Age","4961","M","2955","43","LYMPHOMA, TOXEMIA   SAC
","cobalt_chronic","99","51","14","2019","1602"
"2217","1971-02-24","Radiation","2411","M","2955","23","EPILEPTIFORM SEIZURES
","cobalt_chronic","99","51","14","2019","1602"
"2218","1971-03-04","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1455","1032"
"2219","1971-03-04","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1455","1032"
"2220","1971-03-04","Experimental Sacrifice","536","F","220","0","SAC.IN COURSE OF EXP.
",NULL,"0","99","3","1455","1032"
"2221","1971-03-04","Euthanized for Non-Conformance","2982","F","220","0","SAC.CULLED BREEDER
",NULL,"0","99","3","1455","1032"
"2222","1971-03-04","Experimental Sacrifice","602","F","2860","0","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1455","1032"
"2223","1971-03-04","Sacrificed Moribund","651","M","5300","21","ADRENAL CRISIS`
","cobalt_chronic","99","56","4","1455","1032"
"2224","1971-03-04","Radiation","674","M","5300","24","HEM.DIATH;B.M.APLAS`
","cobalt_chronic","99","56","4","1455","1032"
"2225","1971-03-04","Age","4208","M","120","23","PLASMACYTOMA
",NULL,"0","99","6","1455","1032"
"2226","1971-03-04","Sacrificed Moribund","739","M","5300","24","HEM.DIATH;B.M.APLAS`
","cobalt_chronic","99","56","4","1455","1032"
"2227","1971-03-05","Age","5542","F","2955","41","ACUTE RENAL FAILURE
","cobalt_chronic","99","51","14","2000","1783"
"2228","1971-03-05","Radiation","2111","F","2955","21","ENDOMDTR;NEPH;CHOLEST`
","cobalt_chronic","99","51","14","2000","1783"
"2229","1971-03-05","Sacrificed Moribund","4992","M","2955","43","RENAL FAILURE
","cobalt_chronic","99","51","14","2000","1783"
"2230","1971-03-05","Radiation","1758","M","2955","24","EPILEPTIFORM SEIZURE
","cobalt_chronic","99","51","14","2000","1783"
"2231","1971-03-05","Sacrificed Moribund","5212","M","2955","44","INTE.TUMOR W/PERITONITIS
","cobalt_chronic","99","51","14","2000","1783"
"2232","1971-03-09","Sacrificed Moribund","4119","M","2955","20","LYMPHOMA ABDO.CAV./MET.
","cobalt_chronic","99","51","14","2012","1785"
"2233","1971-03-25","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1454","1032"
"2234","1971-03-25","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1454","1032"
"2235","1971-03-25","less than 7 days old","1","F","10","0","SUFFOCATION BY DAM`
",NULL,"0","99","1","1454","1032"
"2236","1971-03-25","Transferred","86","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1454","1032"
"2237","1971-03-25","Transferred","86","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1454","1032"
"2238","1971-04-07","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1780","1792"
"2239","1971-04-07","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1780","1792"
"2240","1971-04-07","Euthanized for Non-Conformance","1203","F","220","4","SAC.NON-CONFORMING
",NULL,"0","99","3","1780","1792"
"2241","1971-04-07","Radiation","500","F","2250","2","SEPT.HEM.DIATH.BACTEREM
","cobalt_chronic","99","6","12","1780","1792"
"2242","1971-04-07","Euthanized for Non-Conformance","1203","F","10","4","SAC.NON-CONFORMING
",NULL,"0","99","1","1780","1792"
"2243","1971-04-07","less than 7 days old","1","M","10","0","RUNT`
",NULL,"0","99","1","1780","1792"
"2244","1971-04-07","Sacrificed Moribund","19","M","10","0","RUNT`
",NULL,"0","99","1","1780","1792"
"2245","1971-04-07","Transferred","414","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1780","1792"
"2246","1971-04-07","Sacrificed Moribund","15","M","10","0","SEPTICEMIA`
",NULL,"0","99","1","1780","1792"
